1_22FN018
A_pol_SCC474_peg.379	NODE_290_length_5422_cov_11.945780	98.599	999	14	0	1	999	5365	4367	0.0	1739
A_pol_FNA11_peg.1952	NODE_1962_length_1318_cov_2.686461	99.186	860	7	0	1	860	459	1318	0.0	1520
4_FN118
Acinetobacter_ESL0695_25601-26595	NODE_24913_length_347_cov_1.636986	100.000	347	0	0	527	873	347	1	8.48e-179	627
4_FN128
A_pol_SCC474_peg.379	NODE_1646_length_542_cov_3.084189	99.799	498	1	0	1	498	43	540	0.0	894
A_pol_SCC474_peg.379	NODE_243_length_3519_cov_7.003176	99.748	397	1	0	603	999	1	397	0.0	712
Acinetobacter_ESL0695_25601-26595	NODE_342_length_2412_cov_3.979635	99.499	999	5	0	1	999	1034	36	0.0	1780
4_FN131
Acinetobacter_ESL0695_25601-26595	NODE_54_length_2108_cov_2.633220	99.700	999	3	0	1	999	618	1616	0.0	1789
