Acineto_A039_RAST_genome.fasta
Acinetobacter_nectaris_BB226_fig|469.259.peg.1516	NODE_5_length_286449_cov_521.027325	97.455	1218	31	0	1	1218	99845	101062	0.0	2058
Acineto_A044_RAST_genome.fasta
Acinetobacter_pollinis_SCC474_fig|469.261.peg.2129	NODE_62_length_14391_cov_86.466466	99.333	1200	8	0	1	1200	1928	3127	0.0	2129
A_ESL0695_peg.2386	NODE_308_length_1288_cov_103.649876	99.437	1065	6	0	1	1065	210	1274	0.0	1894
A_ESL0695_peg.2384	NODE_250_length_2460_cov_82.100294	98.680	1212	16	0	1	1212	106	1317	0.0	2114
Acineto_D04_21SM068_RAST_genome.fasta
Acinetobacter_pollinis_SCC474_fig|469.261.peg.2129	NODE_8_length_116903_cov_75.626744	98.917	1200	13	0	1	1200	35683	34484	0.0	2106
Acinetobacter_pollinis_FNA11_fig|469.423.peg.1951	NODE_22_length_39500_cov_97.639880	98.515	1212	18	0	1	1212	12419	13630	0.0	2105
Acineto_MB2_RAST_genome.fasta
Acinetobacter_pollinis_FNA11_fig|469.423.peg.1953	NODE_138_length_4779_cov_67.670566	100.000	1065	0	0	1	1065	282	1346	0.0	1921
Acinetobacter_pollinis_FNA11_fig|469.423.peg.2397	NODE_159_length_2723_cov_187.243386	95.885	1215	50	0	1	1215	1281	67	0.0	1966
Acinetobacter_pollinis_FNA11_fig|469.423.peg.1951	NODE_163_length_2523_cov_66.855274	100.000	1212	0	0	1	1212	2387	1176	0.0	2186
Acinetobacter_pollinis_SCC474_fig|469.261.peg.2129	NODE_10_length_42400_cov_75.818727	99.167	1200	10	0	1	1200	12419	11220	0.0	2120
