1_22FN018
A_pollinis_SCC474_peg_379	NODE_290_length_5422_cov_11.945780	98.599	999	14	0	1	999	5365	4367	0.0	1739
A_pollinis_FNA11_peg_1952	NODE_1962_length_1318_cov_2.686461	99.186	860	7	0	1	860	459	1318	0.0	1520
2_22FN071
A_nectaris_BB362_peg_541	NODE_87378_length_226_cov_1.567251	74.658	146	34	1	571	716	183	41	8.73e-19	96.0
3_22FN100
A_nectaris_EC31_peg_1741	NODE_63265_length_215_cov_1.200000	98.605	215	3	0	321	535	215	1	5.25e-103	375
4_FN075
A_nectaris_BB362_peg_541	NODE_717_length_776_cov_1.266297	65.915	355	114	7	422	772	47	398	2.66e-11	70.7
A_pollinis_SCC474_peg_379	NODE_88824_length_220_cov_2.503030	84.932	219	33	0	231	449	2	220	1.67e-64	247
4_FN118
A_nectaris_BB362_peg_541	NODE_2018_length_1492_cov_5.114823	65.915	355	114	7	422	772	707	356	4.74e-11	70.7
A_pollinis_FNA11_peg_1952	NODE_24913_length_347_cov_1.636986	98.271	347	6	0	527	873	347	1	1.18e-170	600
4_FN128
A_pollinis_SCC474_peg_379	NODE_1646_length_542_cov_3.084189	99.799	498	1	0	1	498	43	540	0.0	894
A_pollinis_SCC474_peg_379	NODE_243_length_3519_cov_7.003176	99.748	397	1	0	603	999	1	397	0.0	712
A_pollinis_FNA11_peg_1952	NODE_342_length_2412_cov_3.979635	98.999	999	10	0	1	999	1034	36	0.0	1757
4_FN131
A_pollinis_FNA11_peg_1952	NODE_54_length_2108_cov_2.633220	98.799	999	12	0	1	999	618	1616	0.0	1748
4_FN136
A_pollinis_FNA11_peg_1952	NODE_37602_length_243_cov_2.031915	99.174	242	2	0	341	582	1	242	1.97e-119	428
4_FN176
A_nectaris_BB226_peg_765	NODE_9391_length_244_cov_1.523810	99.590	244	1	0	287	530	1	244	4.68e-122	436
A_nectaris_BB362_peg_541	NODE_2_length_261753_cov_9.437030	66.822	214	71	0	296	509	69469	69256	9.08e-11	67.1
A_nectaris_BB226_peg_765	NODE_9023_length_247_cov_1.192708	98.381	247	1	1	688	931	1	247	2.42e-119	426
1_22FN018
A_pollinis_SCC474_peg_379	NODE_290_length_5422_cov_11.945780	98.599	999	14	0	1	999	5365	4367	0.0	1739
A_pollinis_FNA11_peg_1952	NODE_1962_length_1318_cov_2.686461	99.186	860	7	0	1	860	459	1318	0.0	1520
4_FN118
A_pollinis_FNA11_peg_1952	NODE_24913_length_347_cov_1.636986	98.271	347	6	0	527	873	347	1	1.18e-170	600
4_FN128
A_pollinis_SCC474_peg_379	NODE_1646_length_542_cov_3.084189	99.799	498	1	0	1	498	43	540	0.0	894
A_pollinis_SCC474_peg_379	NODE_243_length_3519_cov_7.003176	99.748	397	1	0	603	999	1	397	0.0	712
A_pollinis_FNA11_peg_1952	NODE_342_length_2412_cov_3.979635	98.999	999	10	0	1	999	1034	36	0.0	1757
4_FN131
A_pollinis_FNA11_peg_1952	NODE_54_length_2108_cov_2.633220	98.799	999	12	0	1	999	618	1616	0.0	1748
